Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Survey on Competing in Network Industries: Firm Strategies, Market Outcomes, and Policy Implications","Journal of Industry, Competition and Trade","","4","1","10.1023/B:JICT.0000029239.55756.e6","Heli KoskiTobias Kretschmer","2004","http://link.springer.com/article/10.1023/B%3AJICT.0000029239.55756.e6","Article"
"Regulation, Local Monopolies and Spatial Competition","Journal of Regulatory Economics","","25","2","10.1023/B:REGE.0000012286.33952.6c","James J. AntonPaul J. Gertler","2004","http://link.springer.com/article/10.1023/B%3AREGE.0000012286.33952.6c","Article"
"Are partwise comparisons reliable?","Research in Engineering Design","","15","1","10.1007/s00163-003-0046-0","D. G. SaariK. K. Sieberg","2004","http://link.springer.com/article/10.1007/s00163-003-0046-0","Article"
"Specification of Service Level Agreements: Problems, Principles and Practices","Software Quality Journal","","12","1","10.1023/B:SQJO.0000013358.61395.96","Jos J.M. TrienekensJacques J. BoumanMark van der Zwan","2004","http://link.springer.com/article/10.1023/B%3ASQJO.0000013358.61395.96","Article"
"Identification and application of requirements and their impact on the design process: a protocol study","Research in Engineering Design","","15","1","10.1007/s00163-003-0033-5","Amaresh ChakrabartiStefan MorgensternHelge Knaab","2004","http://link.springer.com/article/10.1007/s00163-003-0033-5","Article"
"Function-based cost estimation integrating quality function deployment to support system design","The International Journal of Advanced Manufacturing Technology","","23","7 - 8","10.1007/s00170-003-1564-7","Yuo-Tern TsaiYu-Min Chang","2004","http://link.springer.com/article/10.1007/s00170-003-1564-7","Article"
"A methodology for extracting dimensional requirements for a product from customer needs","The International Journal of Advanced Manufacturing Technology","","23","7 - 8","10.1007/s00170-003-1568-3","M. N. Islam","2004","http://link.springer.com/article/10.1007/s00170-003-1568-3","Article"
"Distributed and intelligent information access in manufacturing enterprises through mobile devices","Journal of Intelligent Manufacturing","","15","2","10.1023/B:JIMS.0000018031.44635.5d","Srikanth KrishnamurthyIbrahim Zeid","2004","http://link.springer.com/article/10.1023/B%3AJIMS.0000018031.44635.5d","Article"
"Assessing Structural Indicators of Child Care Quality at the Local Level: Lessons from Four Minnesota Counties","Child and Youth Care Forum","","33","2","10.1023/B:CCAR.0000019632.64327.a9","Deborah A. CeglowskiElizabeth E. Davis","2004","http://link.springer.com/article/10.1023/B%3ACCAR.0000019632.64327.a9","Article"
"Very Virulent Infectious Bursal Disease Virus in Egypt: Epidemiology, Isolation and Immunogenicity of Classic Vaccine","Veterinary Research Communications","","28","4","10.1023/B:VERC.0000026657.29702.4e","M.K. Hassan","2004","http://link.springer.com/article/10.1023/B%3AVERC.0000026657.29702.4e","Article"
"A Descriptive Study of Urban Rabies during the Civil War in Sierra Leone: 1995–2001","Tropical Animal Health and Production","","36","4","10.1023/B:TROP.0000026668.54427.e9","C. HatchJ. SneddonG. Jalloh","2004","http://link.springer.com/article/10.1023/B%3ATROP.0000026668.54427.e9","Article"
"Goal-driven requirements analysis for hypermedia-intensive Web applications","Requirements Engineering","","9","2","10.1007/s00766-004-0188-2","Davide BolchiniPaolo Paolini","2004","http://link.springer.com/article/10.1007/s00766-004-0188-2","Article"
"Theileria parva: In Vitro Studies on the Effects of Holding Temperature, pH and Medium on Sporozoite Infectivity","Tropical Animal Health and Production","","36","4","10.1023/B:TROP.0000026662.48246.7f","E.N. KimbitaR.S. SilayoT.T. Dolan","2004","http://link.springer.com/article/10.1023/B%3ATROP.0000026662.48246.7f","Article"
"Differential willingness to undergo smallpox vaccination among African-American and white individuals","Journal of General Internal Medicine","","19","5","10.1111/j.1525-1497.2004.30067.x","Dr. Ellyn Micco BAAndrea D. Gurmankin MA, PhDKatrina Armstrong MD, MSCE","2004","http://link.springer.com/article/10.1111/j.1525-1497.2004.30067.x","Article"
"Intelligent deflection yoke magnetic field tuning","Journal of Intelligent Manufacturing","","15","3","10.1023/B:JIMS.0000026566.63878.72","A. VerikasM. BacauskieneA. DosinasV. BartkeviciusA. GelzinisM. VaitkunasA. Lipnickas","2004","http://link.springer.com/article/10.1023/B%3AJIMS.0000026566.63878.72","Article"
"Decision Making with Uncertain Information: Learning from Women in a High Risk Breast Cancer Clinic","Journal of Genetic Counseling","","13","3","10.1023/B:JOGC.0000027958.02383.a9","Caren J. FrostVickie VenneDianne CunninghamRuth Gerritsen-McKane","2004","http://link.springer.com/article/10.1023/B%3AJOGC.0000027958.02383.a9","Article"
"Observations on the Clinical Examination of the Camel (Camelus dromedarius) in the Field","Tropical Animal Health and Production","","36","5","10.1023/B:TROP.0000035006.37928.cf","M. Tefera","2004","http://link.springer.com/article/10.1023/B%3ATROP.0000035006.37928.cf","Article"
"The Role of Bioactive Tannins in the Postpartum Energy Retention and Productive Performance of Goats Browsed in a Natural Rangeland","Tropical Animal Health and Production","","36","6","10.1023/B:TROP.0000040932.69143.4a","J.D. KabasaJ. Opuda-AsiboG. ThinggaardU. ter Meulen","2004","http://link.springer.com/article/10.1023/B%3ATROP.0000040932.69143.4a","Article"
"Concurrent engineering utilities for controlling interactions in process planning","Journal of Intelligent Manufacturing","","15","4","10.1023/B:JIMS.0000034110.13907.5b","Türkay DereliAdil Baykasoğlu","2004","http://link.springer.com/article/10.1023/B%3AJIMS.0000034110.13907.5b","Article"
"Simulation aided design of organizational structures in manufacturing systems using structuring strategies","Journal of Intelligent Manufacturing","","15","4","10.1023/B:JIMS.0000034105.42204.f6","Gert ZülchThomas BogusHalil Ibrahim KorucaCahit KurbanogluBernd Brinkmeier","2004","http://link.springer.com/article/10.1023/B%3AJIMS.0000034105.42204.f6","Article"
"A connector-based approach to the modular formulation problem for a mechanical product","The International Journal of Advanced Manufacturing Technology","","24","3 - 4","10.1007/s00170-003-1656-4","H.-E. TsengT.-S. ChangY.-C. Yang","2004","http://link.springer.com/article/10.1007/s00170-003-1656-4","Article"
"Hard Real-Time Communication with the Timed Token Protocol: Current State and Challenging Problems","Real-Time Systems","","27","3","10.1023/B:TIME.0000029051.60313.06","Sijing ZhangAlan BurnsJing ChenE. Stewart Lee","2004","http://link.springer.com/article/10.1023/B%3ATIME.0000029051.60313.06","Article"
"Quality metrics for information systems","OPSEARCH","","41","3","10.1007/BF03398845","K. Duraivelu","2004","http://link.springer.com/article/10.1007/BF03398845","Article"
"Mobile Number Portability","Journal of Industry, Competition and Trade","","4","3","10.1023/B:JICT.0000047299.13443.5a","Stefan BuehlerJustus Haucap","2004","http://link.springer.com/article/10.1023/B%3AJICT.0000047299.13443.5a","Article"
"Estimation of Milk Production from Smallholder Dairy Cattle in the Coastal Lowlands of Kenya","Tropical Animal Health and Production","","36","7","10.1023/B:TROP.0000042850.73205.93","G.R. MuraguriA. McLeodN. Taylor","2004","http://link.springer.com/article/10.1023/B%3ATROP.0000042850.73205.93","Article"
"Listeria monocytogenes in Products of Animal Origin in Turkey","Veterinary Research Communications","","28","7","10.1023/B:VERC.0000042872.07616.18","N.Ö. AkpolatS. ElciS. AtmacaK. Gül","2004","http://link.springer.com/article/10.1023/B%3AVERC.0000042872.07616.18","Article"
"Spontaneous Colibacillosis in Infectious Bursal Disease-affected Broiler Flocks","Tropical Animal Health and Production","","36","7","10.1023/B:TROP.0000042861.94702.4d","M. MitraA.K. PramanikH.M. BhattacharyyaD.K. BasakA. ChatterjeeP. Roy","2004","http://link.springer.com/article/10.1023/B%3ATROP.0000042861.94702.4d","Article"
"Evaluation of modularisation strategies for different vehicle concepts demonstrated on a vehicle front structure","ATZ worldwide","","106","10","10.1007/BF03224691","Thomas KruscheJörg LeyersTorsten OehmkeThorsten Parr","2004","http://link.springer.com/article/10.1007/BF03224691","Article"
"Holons and agents","Journal of Intelligent Manufacturing","","15","5","10.1023/B:JIMS.0000037714.56201.a3","Adriana GiretVicente Botti","2004","http://link.springer.com/article/10.1023/B%3AJIMS.0000037714.56201.a3","Article"
"Experimental Mycotoxicosis in Chickens Induced by Ochratoxin A and Penicillic Acid and Intervention with Natural Plant Extracts","Veterinary Research Communications","","28","8","10.1023/B:VERC.0000045960.46678.d3","S.D. StoevM. StefanovSt. DenevB. RadicA-M. DomijanM. Peraica","2004","http://link.springer.com/article/10.1023/B%3AVERC.0000045960.46678.d3","Article"
"A survey on the methods and tools of concurrent new product development and agile manufacturing","Journal of Intelligent Manufacturing","","15","6","10.1023/B:JIMS.0000042660.77571.81","Gülçİn BüyüKözkanTürkay DerelİAdİl Baykasoğlu","2004","http://link.springer.com/article/10.1023/B%3AJIMS.0000042660.77571.81","Article"
"Small Banks, Small Business, and Relationships: An Empirical Study of Lending to Small Farms","Journal of Financial Services Research","","26","3","10.1023/B:FINA.0000040051.30624.e2","Jalal AkhaveinLawrence G. GoldbergLawrence J. White","2004","http://link.springer.com/article/10.1023/B%3AFINA.0000040051.30624.e2","Article"
"What Drives Default and Prepayment on Subprime Auto Loans?","The Journal of Real Estate Finance and Economics","","29","4","10.1023/B:REAL.0000044023.02636.e6","Erik HeitfieldTarun Sabarwal","2004","http://link.springer.com/article/10.1023/B%3AREAL.0000044023.02636.e6","Article"
"How Much Is Leisure Worth? Direct Measurement with Contingent Valuation","Review of Economics of the Household","","2","4","10.1007/s11150-004-5652-8","Douglas DalenbergJohn M. FitzgeraldEric SchuckJohn Wicks","2004","http://link.springer.com/article/10.1007/s11150-004-5652-8","Article"
"Comparison of Immunosuppression in Dry and Lactating Awassi Ewes due to Water Deprivation Stress","Veterinary Research Communications","","29","1","10.1023/B:VERC.0000046742.12991.21","E. BarbourN. RawdaG. BanatL. JaberF.T. SleimanS. Hamadeh","2005","http://link.springer.com/article/10.1023/B%3AVERC.0000046742.12991.21","Article"
"A Serological Investigation into Contagious Caprine Pleuropneumonia (CCPP) in Ethiopia","Tropical Animal Health and Production","","37","1","10.1023/B:TROP.0000047921.19064.d9","A.D. SharewC. StaakF. ThiaucourtF. Roger","2005","http://link.springer.com/article/10.1023/B%3ATROP.0000047921.19064.d9","Article"
"The Impact of Access to Animal Health Services on Donkey Health and Livelihoods in Ethiopia","Tropical Animal Health and Production","","37","1","10.1007/s11250-005-9008-z","M. Martin CurranG. FesehaD. G. Smith","2005","http://link.springer.com/article/10.1007/s11250-005-9008-z","Article"
"ASSESSING ENVIRONMENTAL ATTITUDES AND CONCERNS ABOUT A CONTAMINATED SITE IN A DENSELY POPULATED SUBURBAN ENVIRONMENT","Environmental Monitoring and Assessment","","101","1 - 3","10.1007/s10661-005-9151-z","JOANNA BURGER","2005","http://link.springer.com/article/10.1007/s10661-005-9151-z","Article"
"Risk Factors for Lamb Mortality in Sahelian Sheep on a Breeding Station in Ghana","Tropical Animal Health and Production","","37","1","10.1023/B:TROP.0000047935.78168.46","P.K. TurksonM. Sualisu","2005","http://link.springer.com/article/10.1023/B%3ATROP.0000047935.78168.46","Article"
"Serological Survey of Babesia bovis and Anaplasma marginale in cattle in Tete Province, Mozambique","Tropical Animal Health and Production","","37","2","10.1023/B:TROP.0000048513.80797.97","A.A.N. AlfredoN.N. JonssonT.M. FinchL. NevesJ.B. MolloyW.K. Jorgensen","2005","http://link.springer.com/article/10.1023/B%3ATROP.0000048513.80797.97","Article"
"The Wilkinson Microwave Anisotropy Probe (WMAP) confirmed the model of our observed relativistic universe","Astrophysics and Space Science","","295","4","10.1007/s10509-005-1285-5","VladimÍr SkalskÝ","2005","http://link.springer.com/article/10.1007/s10509-005-1285-5","Article"
"Paradoxes of Treatment in Juvenile Corrections","Child and Youth Care Forum","","34","1","10.1007/s10566-004-0879-3","Laura S. AbramsKyoungho KimBen Anderson-Nathe","2005","http://link.springer.com/article/10.1007/s10566-004-0879-3","Article"
"Detection of Chlamydophila abortus in sheep and goat flocks in southern Italy by PCR using four different primer sets","Veterinary Research Communications","","29","1","10.1007/s11259-005-0841-3","G. GrecoM. TotaroA. MadioE. TarsitanoA. FasanellaG. LuciforaD. Buonavoglia","2005","http://link.springer.com/article/10.1007/s11259-005-0841-3","Article"
"In Vivo Effects of Fagara Leaves on Sheep Infected with Gastrointestinal Nematodes","Tropical Animal Health and Production","","37","3","10.1023/B:TROP.0000049295.16925.3d","M.S. Hounzangbe-AdoteF.E. ZinsouV. HounpkeK. MoutairouH. Hoste","2005","http://link.springer.com/article/10.1023/B%3ATROP.0000049295.16925.3d","Article"
"An Evaluation of Independent Consumer Assistance Centers on Problem Resolution and User Satisfaction: the Consumer Perspective","Journal of Community Health","","30","2","10.1007/s10900-004-1094-8","Lori Miller Nascimento MPHMichael R. Cousineau DrPH","2005","http://link.springer.com/article/10.1007/s10900-004-1094-8","Article"
"Rural Versus Urban Victims of Violence: The Interplay of Race and Region","Journal of Family Violence","","20","2","10.1007/s10896-005-3170-y","Susan F. GrossmanSarah HinkleyAnnie KawalskiCarolyn Margrave","2005","http://link.springer.com/article/10.1007/s10896-005-3170-y","Article"
"Computerizing Barriers in Quality Management in Poland","Quality and Quantity","","39","2","10.1007/s11135-004-2965-x","E. Krzemien̄R. Wolniak","2005","http://link.springer.com/article/10.1007/s11135-004-2965-x","Article"
"Measuring performance of Theagenion Hospital of Thessaloniki, Greece through a Balanced Scorecard","Operational Research","","5","2","10.1007/BF02944314","E. D. KarraD. L. Papadopoulos","2005","http://link.springer.com/article/10.1007/BF02944314","Article"
"Theileria (Babesia) equi and Babesia caballi Infections in Horses in Galicia, Spain","Tropical Animal Health and Production","","37","4","10.1007/s11250-005-5691-z","A. T. CamachoF. J. GuitianE. PallasJ. J. GestalA. S. OlmedaM. A. HabelaS. R. Telford IIIA. Spielman","2005","http://link.springer.com/article/10.1007/s11250-005-5691-z","Article"
"Sustainability of a Privatized Community-based Animal Health Worker System in Mwingi District, Kenya","Tropical Animal Health and Production","","37","4","10.1007/s11250-005-4164-8","J. C. RubyogoP. M. MurithiiG. J. O. AgumbahG. Obhai","2005","http://link.springer.com/article/10.1007/s11250-005-4164-8","Article"
"Using grey theory in quality function deployment to analyse dynamic customer requirements","The International Journal of Advanced Manufacturing Technology","","25","11 - 12","10.1007/s00170-003-1948-8","H.-H. WuA.Y.H. LiaoP.-C. Wang","2005","http://link.springer.com/article/10.1007/s00170-003-1948-8","Article"
"Genetic modification of human hematopoietic stem cells","Rendiconti Lincei","","16","2","10.1007/BF02904759","Fulvio Mavilio","2005","http://link.springer.com/article/10.1007/BF02904759","Article"
"Developing Effective Prevention Services for the Real World: A Prevention Service Development Model","American Journal of Community Psychology","","35","3 - 4","10.1007/s10464-005-3389-z","Irwin SandlerAmy OstromMary Jo BitnerTim S. AyersSharlene WolchikVicki-Smith Daniels","2005","http://link.springer.com/article/10.1007/s10464-005-3389-z","Article"
"Microbial nitrogen removal in a developing suburban estuary along the South Carolina coast","Estuaries","","28","3","10.1007/BF02693919","Karen J. S. TuerkC. Marjorie Aelion","2005","http://link.springer.com/article/10.1007/BF02693919","Article"
"Perturbation of frame sequences in shift-invariant spaces","The Journal of Geometric Analysis","","15","2","10.1007/BF02922191","O. ChristensenH. O. KimR. Y. KimJ. K. Lim","2005","http://link.springer.com/article/10.1007/BF02922191","Article"
"Optical transitions in a quantized cylindrical layer in the presence of a homogeneous electric field","Semiconductors","","39","7","10.1134/1.1992639","V. A. ArutyunyanS. L. ArutyunyanG. O. DemirchyanG. Sh. Petrosyan","2005","http://link.springer.com/article/10.1134/1.1992639","Article"
"Evaluation of Conventional Methods and Nested PCR (nPCR) for Detection of Paratuberculosis in Goats","Veterinary Research Communications","","29","5","10.1007/s11259-005-1433-y","I. E. AradaibZ. A. AbbasB. AbbasS. M. El Sanousi","2005","http://link.springer.com/article/10.1007/s11259-005-1433-y","Article"
"An ecological study of the association of environmental chemicals on breast 
cancer incidence in Texas","Breast Cancer Research and Treatment","","92","2","10.1007/s10549-004-8268-z","Yvonne M. CoyleLinda S. HynanDavid M. EuhusAbu T.M. Minhajuddin","2005","http://link.springer.com/article/10.1007/s10549-004-8268-z","Article"
"Quality Function Deployment in Education: A Curriculum Review","Quality and Quantity","","39","4","10.1007/s11135-004-6814-8","Ayşe AytacVeli Deniz","2005","http://link.springer.com/article/10.1007/s11135-004-6814-8","Article"
"Ribotyping of Indian Isolates of Pasteurella multocida Based on 16S and 23S rRNA Genes","Veterinary Research Communications","","29","6","10.1007/s11259-005-1864-5","M. K. SaxenaA. A. KumarP. ChaudhariS. B. ShivachandraV. P. SinghB. Sharma","2005","http://link.springer.com/article/10.1007/s11259-005-1864-5","Article"
"A quality function deployment methodology with signal and noise ratio
for improvement of Wasserman’s weights","The International Journal of Advanced Manufacturing Technology","","26","5 - 6","10.1007/s00170-003-2036-9","Jae Hyun ParkKwang Mo YangKyong Sik Kang","2005","http://link.springer.com/article/10.1007/s00170-003-2036-9","Article"
"The spectacled salamanders,Salamandrina terdigitata (Lacépède, 1788) andS. perspicillata (Savi, 1821):1) genetic differentiation and evolutionary history","Rendiconti Lincei","","16","3","10.1007/BF02904763","Giuseppe NascettiFrancesca ZangariDaniele Canestrelli","2005","http://link.springer.com/article/10.1007/BF02904763","Article"
"QFD based optimal process quality planning","The International Journal of Advanced Manufacturing Technology","","26","7 - 8","10.1007/s00170-003-2050-y","Lian Yu ZhengKwai Sang Chin","2005","http://link.springer.com/article/10.1007/s00170-003-2050-y","Article"
"An integrated framework for die and mold cost estimation using design features and tooling parameters","The International Journal of Advanced Manufacturing Technology","","26","9 - 10","10.1007/s00170-004-2084-9","KEINVORNAME;;; NagahanumaiahN.P. MukherjeeB. Ravi","2005","http://link.springer.com/article/10.1007/s00170-004-2084-9","Article"
"Patients’ attitudes toward health care providers collecting information about their race and ethnicity","Journal of General Internal Medicine","","20","10","10.1111/j.1525-1497.2005.0195.x","David W. Baker MD, MPHKenzie A. Cameron PhDJoseph Feinglass PhDPatricia Georgas BAShawn Foster BADeborah Pierce BAJason A. Thompson BARomana Hasnain-Wynia PhD","2005","http://link.springer.com/article/10.1111/j.1525-1497.2005.0195.x","Article"
"Community-based Norms About Intimate Partner Violence: Putting Attributions of Fault and Responsibility into Context","Sex Roles","","53","7 - 8","10.1007/s11199-005-7143-7","Catherine A. TaylorSusan B. Sorenson","2005","http://link.springer.com/article/10.1007/s11199-005-7143-7","Article"
"Childhood Temperament and Family Environment as Predictors of Internalizing and Externalizing Trajectories From Ages 5 to 17","Journal of Abnormal Child Psychology","","33","5","10.1007/s10802-005-6734-7","Leslie D. LeveHyoun K. KimKatherine C. Pears","2005","http://link.springer.com/article/10.1007/s10802-005-6734-7","Article"
"Strategic evolution of eco-products: a product life cycle planning methodology","Research in Engineering Design","","16","1 - 2","10.1007/s00163-005-0001-3","Hideki Kobayashi","2005","http://link.springer.com/article/10.1007/s00163-005-0001-3","Article"
"Design mechanisms and constraints","Research in Engineering Design","","16","1 - 2","10.1007/s00163-005-0008-9","Dirk John PonsJohn Kenneth Raine","2005","http://link.springer.com/article/10.1007/s00163-005-0008-9","Article"
"Evaluation in Design-Oriented Research","Quality and Quantity","","39","6","10.1007/s11135-005-3150-6","Piet VerschurenRob Hartog","2005","http://link.springer.com/article/10.1007/s11135-005-3150-6","Article"
"Travel-Related Savings Through a Rural, Clinic-Based Automated Drug Dispensing System","Journal of Community Health","","30","6","10.1007/s10900-005-7281-4","Darren M. Triller PharmDJames Donnelly BAJohn Rugge MD","2005","http://link.springer.com/article/10.1007/s10900-005-7281-4","Article"
"Place, Taste, or Face-to-Face? Understanding Producer–Consumer Networks in “Local” Food Systems in Washington State","Agriculture and Human Values","","22","4","10.1007/s10460-005-3401-0","Theresa SelfaJoan Qazi","2005","http://link.springer.com/article/10.1007/s10460-005-3401-0","Article"
"A Framework for Design Tradeoffs","Software Quality Journal","","13","4","10.1007/s11219-005-4252-z","Anneliese AndrewsEd ManceboPer RunesonRobert France","2005","http://link.springer.com/article/10.1007/s11219-005-4252-z","Article"
"Rapid one-of-a-kind product development","The International Journal of Advanced Manufacturing Technology","","27","5 - 6","10.1007/s00170-004-2225-1","S.Q. XieY.L. Tu","2006","http://link.springer.com/article/10.1007/s00170-004-2225-1","Article"
"Establishment of the Comprehensive Evaluation System of Cold Stamping Die Quality","Frontiers of Mechanical Engineering in China","","1","1","10.1007/s11465-005-0021-8","Xiao-chun LuSheng GuoFeng Ruan","2006","http://link.springer.com/article/10.1007/s11465-005-0021-8","Article"
"A computer-integrated framework for global quality chain management","The International Journal of Advanced Manufacturing Technology","","27","5 - 6","10.1007/s00170-004-2202-8","Kwai-Sang ChinGuijiang DuanXiaoqing Tang","2006","http://link.springer.com/article/10.1007/s00170-004-2202-8","Article"
"Mapping Product Design Specification for Mass Customization","Journal of Intelligent Manufacturing","","17","1","10.1007/s10845-005-5511-3","Rajeev KrishnapillaiAbe Zeid","2006","http://link.springer.com/article/10.1007/s10845-005-5511-3","Article"
"Benchmarking on-line services industries","Journal of Systems Science and Systems Engineering","","15","1","10.1007/s11518-006-0048-3","John Hamilton","2006","http://link.springer.com/article/10.1007/s11518-006-0048-3","Article"
"A power law-based quality function deployment in decision-making processes","The International Journal of Advanced Manufacturing Technology","","28","7 - 8","10.1007/s00170-004-2410-2","Hsin-Hung WuJiunn-I ShiehAnthony Y.H. Liao","2006","http://link.springer.com/article/10.1007/s00170-004-2410-2","Article"
"Increasing the competitiveness of wood in material substitution: A method for assessing and prioritizing customer needs","Journal of Wood Science","","52","2","10.1007/s10086-005-0741-8","Ragnar Jonsson","2006","http://link.springer.com/article/10.1007/s10086-005-0741-8","Article"
"Customer Value Chain Analysis","Research in Engineering Design","","16","4","10.1007/s00163-006-0012-8","Krista M. DonaldsonKosuke IshiiSheri D. Sheppard","2006","http://link.springer.com/article/10.1007/s00163-006-0012-8","Article"
"A Fuzzy AHP Approach to Evaluating Machine Tool Alternatives","Journal of Intelligent Manufacturing","","17","2","10.1007/s10845-005-6635-1","Zeki AyağR. G. Özdemir","2006","http://link.springer.com/article/10.1007/s10845-005-6635-1","Article"
"An object-oriented conceptual model of a collaborative product development management (CPDM) system","The International Journal of Advanced Manufacturing Technology","","28","7 - 8","10.1007/s00170-004-2424-9","Kwan Hee HanNamchul Do","2006","http://link.springer.com/article/10.1007/s00170-004-2424-9","Article"
"A non-linear possibilistic regression approach to model functional relationships in product planning","The International Journal of Advanced Manufacturing Technology","","28","11 - 12","10.1007/s00170-004-2466-z","Yizeng ChenLi Chen","2006","http://link.springer.com/article/10.1007/s00170-004-2466-z","Article"
"A study on performance of introducing ERP to semiconductor related industries in Taiwan","The International Journal of Advanced Manufacturing Technology","","29","1 - 2","10.1007/s00170-004-2488-6","W.T. LinS.C. ChenM.Y. LinH.H. Wu","2006","http://link.springer.com/article/10.1007/s00170-004-2488-6","Article"
"Binding and Clearance of Radioactive Adrenaline and Noradrenaline in Sheep Blood","Veterinary Research Communications","","30","4","10.1007/s11259-006-3244-1","S. M. El-BahrH. KahlbacherM. PatzlR. G. Palme","2006","http://link.springer.com/article/10.1007/s11259-006-3244-1","Article"
"Mentoring Partnerships for Minority Faculty and Graduate Students in Mental Health Services Research","Academic Psychiatry","","30","3","10.1176/appi.ap.30.3.205","Dr. Howard Waitzkin M.D., Ph.D.Dr. Joel Yager M.D.Dr. Tassy Parker R.N., Ph.D.Dr. Bonnie Duran Dr.P.H.","2006","http://link.springer.com/article/10.1176/appi.ap.30.3.205","Article"
"Metrological activity and current quality concepts","Measurement Techniques","","49","5","10.1007/s11018-006-0126-4","Yu. A. BogomolovD. I. Tveritinov","2006","http://link.springer.com/article/10.1007/s11018-006-0126-4","Article"
"Validation of design methods: lessons from medicine","Research in Engineering Design","","17","1","10.1007/s00163-006-0016-4","Daniel D. FreyClive L. Dym","2006","http://link.springer.com/article/10.1007/s00163-006-0016-4","Article"
"Design, manufacturing, and experimental tests of a prismatic robot  for assembly line","The International Journal of Advanced Manufacturing Technology","","29","3 - 4","10.1007/s00170-005-2524-1","M.H. KorayemN. ShiehbeikiT. Khanali","2006","http://link.springer.com/article/10.1007/s00170-005-2524-1","Article"
"A quantitative approach for setting technical targets based on impact analysis in software quality function deployment (SQFD)","Software Quality Journal","","14","2","10.1007/s11219-006-7598-y","Frank LiuKunio NoguchiAnuj DhunganaV. V. N. S. N. Srirangam A.Praveen Inuganti","2006","http://link.springer.com/article/10.1007/s11219-006-7598-y","Article"
"5th CARS/SPIE Joint Workshop on Surgical PACS and the Digital Operating Room","International Journal of Computer Assisted Radiology and Surgery","","1","1","10.1007/s11548-006-0032-x","","2006","http://link.springer.com/article/10.1007/s11548-006-0032-x","Article"
"Function-based design synthesis approach to design reuse","Research in Engineering Design","","17","1","10.1007/s00163-006-0015-5","Q. L. XuS. K. OngA. Y. C. Nee","2006","http://link.springer.com/article/10.1007/s00163-006-0015-5","Article"
"Digital manufacturing—the development direction of the manufacturing technology in the 21st century","Frontiers of Mechanical Engineering in China","","1","2","10.1007/s11465-006-0021-3","You-lun XiongZhou-ping Yin","2006","http://link.springer.com/article/10.1007/s11465-006-0021-3","Article"
"Predictors of Attributional Style Change in Children","Journal of Abnormal Child Psychology","","34","3","10.1007/s10802-006-9022-2","Brandon E. GibbLauren B. AlloyPatricia D. WalshawJonathan S. ComerGail H. C. ShenAnnette G. Villari","2006","http://link.springer.com/article/10.1007/s10802-006-9022-2","Article"
"ANP-GP approach for product variety design","The International Journal of Advanced Manufacturing Technology","","29","3 - 4","10.1007/s00170-005-2506-3","Elim LiuShih-Wen Hsiao","2006","http://link.springer.com/article/10.1007/s00170-005-2506-3","Article"
"Ethnic Differences in Job Quality Among Contract Forest Workers on Six National Forests","Policy Sciences","","39","2","10.1007/s11077-006-9005-8","Cassandra Moseley","2006","http://link.springer.com/article/10.1007/s11077-006-9005-8","Article"
"The strategic decision making of entrepreneurs within small high innovator firms","International Entrepreneurship and Management Journal","","2","2","10.1007/s11365-006-8688-9","Tim MazzarolSophie Reboud","2006","http://link.springer.com/article/10.1007/s11365-006-8688-9","Article"
"Quality assurance in micro production","Microsystem Technologies","","12","7","10.1007/s00542-006-0102-6","J. FleischerG. LanzaM. SchlipfI. Behrens","2006","http://link.springer.com/article/10.1007/s00542-006-0102-6","Article"
"Rapid one-of-a-kind production","The International Journal of Advanced Manufacturing Technology","","29","5","10.1007/s00170-005-2534-z","Y.L. TuS.Q. XieJ.J. Kam","2006","http://link.springer.com/article/10.1007/s00170-005-2534-z","Article"
"25 years fka — Automotive Research and Development in Aachen","ATZ worldwide","","108","7 - 8","10.1007/BF03224844","Jörg LeyersHenning Wallentowitz","2006","http://link.springer.com/article/10.1007/BF03224844","Article"
"Problem structuring using computer-aided morphological analysis","Journal of the Operational Research Society","","57","7","10.1057/palgrave.jors.2602177","T Ritchey","2006","http://link.springer.com/article/10.1057/palgrave.jors.2602177","Article"
"Biophysical and socioeconomic factors explaining the extent of forest cover on private ownerships in a Midwestern (USA) agrarian landscape","Landscape Ecology","","21","5","10.1007/s10980-005-5476-9","E. A. FrimpongA. L. Ross-DavisJ. G. LeeS. R. Broussard","2006","http://link.springer.com/article/10.1007/s10980-005-5476-9","Article"
"Agent-Based Modeling and Analysis of Hurricane Evacuation Procedures for the Florida Keys","Natural Hazards","","38","3","10.1007/s11069-005-0263-0","Xuwei ChenJohn W. MeakerF. Benjamin Zhan","2006","http://link.springer.com/article/10.1007/s11069-005-0263-0","Article"
"Electron density changes and high harmonics generation  in H2 molecule under intense laser fields","The European Physical Journal D - Atomic, Molecular, Optical and Plasma Physics","","39","1","10.1140/epjd/e2006-00072-8","A. WadehraB. M. Deb","2006","http://link.springer.com/article/10.1140/epjd/e2006-00072-8","Article"
"Applying grey model to prioritise technical measures in quality function deployment","The International Journal of Advanced Manufacturing Technology","","29","11 - 12","10.1007/s00170-005-0016-y","Hsin-Hung Wu","2006","http://link.springer.com/article/10.1007/s00170-005-0016-y","Article"
